score,SMILES,Name,idx,cycle
0.986,C[C@@H](N)C(=O)NCc1nc2c(cnn2CCO)c(=O)n1C(=O)[C@H]1CCCNC1=O,1559230_5382647_1575492,92,0
0.968,C[C@@H](N)C(=O)NCc1nc2c(cnn2C)c(=O)n1C(=O)c1cnc[nH]c1=O,19850925_8672865_1575492,92,0
0.964,Nc1nnn(Cc2nc3nscc3c(=O)n2CCN2CCNC2=O)n1,22861807_164791_4294607,92,0
0.959,NCC(=O)NCCc1nc2nscc2c(=O)n1C(=O)c1cnc[nH]c1=O,22861807_8672865_1637970,92,0
0.957,C[C@@H](N)C(=O)NCc1nc2c(cnn2C(C)(C)C)c(=O)n1C(=O)c1cnc[nH]c1=O,137316859_8672865_1575492,92,0
0.957,O=C1NCCC[C@@H]1C(=O)n1c(CN2CCNCC2)nc2c(nnn2CC2CC2)c1=O,256050123_5382647_19735199,92,0
0.955,CN(Cc1nc2c(cnn2CCO)c(=O)n1[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O)C(=O)CN,1559230_49587762_1742265,92,0
0.954,C[C@@H](N)C(=O)NCc1nc2cnn(C)c2c(=O)n1C(=O)c1cnc[nH]c1=O,2534273_8672865_1575492,92,0
0.953,CN(Cc1nc2c(nnn2CC2CC2)c(=O)n1Cc1c[nH]c(=O)[nH]c1=O)C(=O)CN,256050123_20417224_1742265,92,0
0.953,C[C@@H](N)C(=O)NCc1nc2c(nnn2CC2CC2)c(=O)n1[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O,256050123_49587762_1575492,92,0
0.952,CCn1nnc2c(=O)n(C(=O)c3ncc[nH]c3=O)c(CN(C)C(=O)CN)nc21,72221062_8657_1742265,92,0
0.951,CCn1nnc2c(=O)n(C(=O)c3cnc[nH]c3=O)c(CN(C)C(=O)CN)nc21,72221062_8672865_1742265,92,0
0.95,C[C@@H](N)C(=O)NCc1nc2nnn(C)c2c(=O)n1C(=O)c1cnc[nH]c1=O,104643604_8672865_1575492,92,0
0.949,CN(Cc1nc2c(cnn2C)c(=O)n1C(=O)[C@H]1CCCNC1=O)C(=O)CN,19850925_5382647_1742265,92,0
0.949,CN(Cc1nc2c(nnn2CC2CC2)c(=O)n1[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O)C(=O)CN,256050123_49587762_1742265,92,0
0.949,Cn1nnc2c(=O)n(C(=O)c3cnc[nH]c3=O)c(CN3CCNCC3)nc21,95761717_8672865_19735199,92,0
0.948,Nc1nncn1Cc1nc2nscc2c(=O)n1C(=O)c1cnc[nH]c1=O,22861807_8672865_227173267,92,0
0.948,Nc1nncn1Cc1nc2nscc2c(=O)n1C(=O)c1ncc[nH]c1=O,22861807_8657_227173267,92,0
0.947,C[C@@H](N)C(=O)NCc1nc2c(cnn2CCO)c(=O)n1[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,1559230_104600679_1575492,92,0
