score,SMILES,Name,idx,cycle
0.78,NCC(=O)NCCc1nc2ccc3cn[nH]c3c2c(=O)n1Cc1nc(CO)n[nH]1,112588_521398993_1637970,78,0
0.775,COC(=O)CNC(=O)Cn1c([C@@H]2CNCC(=O)N2)nc2c(cnn2C)c1=O,19850925_2168344_38540697,78,0
0.774,O=c1[nH]cc(Cn2c(CNC3=NCCN3)nc3ccc4cn[nH]c4c3c2=O)c(=O)[nH]1,112588_20417224_1592098,78,0
0.771,COC(=O)CNC(=O)Cn1c([C@@H]2CNCC(=O)N2)nc2nscc2c1=O,22861807_2168344_38540697,78,0
0.769,O=c1nc(-n2c([C@H]3NCC[C@@H]3O)nc3ccc4cn[nH]c4c3c2=O)c(CO)c[nH]1,112588_399529_4096639,78,0
0.765,O=C(c1ncc[nH]c1=O)n1c(CNC2=NCCN2)nc2ccc3cn[nH]c3c2c1=O,112588_8657_1592098,78,0
0.765,Cn1nnc([C@H](O)Cn2c(CNC(=O)CCN)nc3ccccc3c2=O)n1,47985_1225225_1575546,78,0
0.765,O=C(N(CCO)CCO)n1c(CNC2=NCCN2)nc2[nH]c(=O)ccc2c1=O,84252933_1606275_1592098,78,0
0.764,COC(=O)CNC(=O)Cn1c([C@@H]2CNCC(=O)N2)nc2nsnc2c1=O,17327931_2168344_38540697,78,0
0.764,COC(=O)CNC(=O)Cn1c([C@@H]2CNCC(=O)N2)nc2c(C)n[nH]c2c1=O,5544115_2168344_38540697,78,0
0.764,COC(=O)CNC(=O)Cn1c([C@@H]2CNCC(=O)N2)nc2c(ncn2C)c1=O,3985038_2168344_38540697,78,0
0.764,NCC(=O)NCCc1nc2ccc3cn[nH]c3c2c(=O)n1-c1nc(=O)[nH]cc1CO,112588_399529_1637970,78,0
0.764,COC(=O)CNC(=O)Cn1c([C@@H]2CNCC(=O)N2)nc2ccccc2c1=O,47985_2168344_38540697,78,0
0.763,COC(=O)CNC(=O)Cn1c([C@@H]2CNCC(=O)N2)nc2ncccc2c1=O,331646_2168344_38540697,78,0
0.763,COC(=O)CNC(=O)Cn1c([C@@H]2CNCC(=O)N2)nc2cn[nH]c2c1=O,26895189_2168344_38540697,78,0
