score,SMILES,Name,idx,cycle
1.107,Nc1nc2c(=O)n(-c3ncn(CCO)n3)c(CNC=O)nc2c(=O)[nH]1,4876898_19088805_1733657,90,0
1.096,NC(=O)Cc1nc2c(=O)[nH]c(=O)[nH]c2c(=O)n1CCOCCO,1861052_1760798_901948,90,0
1.095,O=CNCc1nc2c(=O)[nH]c(=O)[nH]c2c(=O)n1CCOCCO,1861052_1760798_1733657,90,0
1.092,NC(=O)Cc1nc2c(=O)[nH]c(=O)[nH]c2c(=O)n1CC[C@H](O)CO,1861052_34273813_901948,90,0
1.086,NC(=O)Cc1nc2c(=O)[nH]c(=O)[nH]c2c(=O)n1C(=O)NCCO,1861052_1587868_901948,90,0
1.084,Nc1nc2c(=O)n(-c3ncn(CCO)n3)c([C@@H](N)CO)nc2c(=O)[nH]1,4876898_19088805_895034,90,0
1.082,O=CNCc1nc2c(=O)[nH]c(=O)[nH]c2c(=O)n1CC[C@H](O)CO,1861052_34273813_1733657,90,0
1.08,NC(=O)Cc1nc2c(=O)[nH]c(N)nc2c(=O)n1CCOCCO,4876898_1760798_901948,90,0
1.078,O=c1[nH]c(=O)c2nc(C(O)O)n(CC[C@H](O)CO)c(=O)c2[nH]1,1861052_34273813_6660936,90,0
1.078,Nc1nc2c(=O)n(CCOCCO)c(CNC=O)nc2c(=O)[nH]1,4876898_1760798_1733657,90,0
1.077,CNC(=O)c1n[nH]c(-n2c(CC(N)=O)nc3ccc4cn[nH]c4c3c2=O)n1,112588_19844301_901948,90,0
1.077,NC(=O)Cc1nc2c(=O)[nH]c(N)nc2c(=O)n1CC[C@H](O)CO,4876898_34273813_901948,90,0
1.076,O=CNCc1nc2c(=O)[nH]c(=O)[nH]c2c(=O)n1-c1ncn(CCO)n1,1861052_19088805_1733657,90,0
1.073,COc1nccc2c(=O)n(-c3ncn(CCO)n3)c(CC(N)=O)nc12,72319657_19088805_901948,90,0
1.072,O=CNCc1nc2c(=O)[nH]c(=O)[nH]c2c(=O)n1C(=O)NCCO,1861052_1587868_1733657,90,0
1.072,NC(=O)Cc1nc2c(=O)[nH]c(=O)[nH]c2c(=O)n1-c1ncn(CCO)n1,1861052_19088805_901948,90,0
1.072,COc1nccc2c(=O)n(-c3ncn(CCO)n3)c(CNC=O)nc12,72319657_19088805_1733657,90,0
