score,SMILES,Name,idx,cycle
1.089,O=C([C@H]1[C@@H]2CNC[C@@H]21)n1c(Cc2n[nH]c(=O)[nH]2)nc2nc[nH]c2c1=O,2580801_103523515_19089113,51,0
1.071,N=C(N)NC[C@H](N)c1nc2nc[nH]c2c(=O)n1CCN1CCNC1=O,2580801_164791_2384694,51,0
1.065,O=C1NCCC[C@@H]1C(=O)n1c(Cc2n[nH]c(=O)[nH]2)nc2nc[nH]c2c1=O,2580801_5382647_19089113,51,0
1.065,Cn1nnc2nc(CCNC(=N)N)n(CCN3CCNC3=O)c(=O)c21,104643604_164791_901626,51,0
1.063,NC(=O)NCc1nc2nc[nH]c2c(=O)n1CCN1CCNC1=O,2580801_164791_1464311,51,0
1.06,Cc1n[nH]c2c(=O)n(C(=O)[C@H]3[C@@H]4CNC[C@@H]43)c(CC(N)=O)nc12,5544115_103523515_901948,51,0
1.06,O=C1NCCN1CCn1c(Cc2n[nH]c(=O)[nH]2)nc2nc[nH]c2c1=O,2580801_164791_19089113,51,0
1.06,N=C(N)NC[C@H](N)c1nc2nnccc2c(=O)n1CCN1CCNC1=O,4202687_164791_2384694,51,0
1.059,Cn1nnc2nc([C@@H](N)CNC(=N)N)n(CCN3CCNC3=O)c(=O)c21,104643604_164791_2384694,51,0
1.059,O=CNCc1nc2nc[nH]c2c(=O)n1CCN1CCNC1=O,2580801_164791_1733657,51,0
1.057,NCCC(=O)NCc1nc2nc[nH]c2c(=O)n1CCN1CCNC1=O,2580801_164791_1575546,51,0
1.057,N=C(N)NCc1nc2nc[nH]c2c(=O)n1CCN1CCNC1=O,2580801_164791_895314,51,0
1.056,N=C(N)NCCc1nc2cn[nH]c2c(=O)n1CCN1CCNC1=O,26895189_164791_901626,51,0
1.055,Cn1nnc2nc(CCNC(=O)CN)n(CCN3CCNC3=O)c(=O)c21,104643604_164791_1637970,51,0
1.054,C[C@@H](O)[C@H](O)c1nc2nc[nH]c2c(=O)n1CCN1CCNC1=O,2580801_164791_1695855,51,0
1.054,C[C@@H](O)[C@H](N)c1nc2nc[nH]c2c(=O)n1CCN1CCNC1=O,2580801_164791_895103,51,0
1.051,N=C(N)NC[C@H](N)c1nc2cn[nH]c2c(=O)n1CCN1CCNC1=O,26895189_164791_2384694,51,0
1.051,N=C(N)NCCc1nc2nc[nH]c2c(=O)n1CCN1CCNC1=O,2580801_164791_901626,51,0
