score,SMILES,Name,idx,cycle
0.956,Cc1cc2ncc3c(=O)n(CCNC4COC4)c(CN(C)CCO)nc3n2n1,1406919_82488584_11862698,103,0
0.947,Cc1cc2ncc3c(=O)n(CCNC4COC4)c(CNC=O)nc3n2n1,1406919_82488584_1733657,103,0
0.942,Cc1cnn2c1ncc1c(=O)n(CCNC3COC3)c(CN(C)CCO)nc12,39083799_82488584_11862698,103,0
0.941,Cc1nc2ncc3c(=O)n(CCNC4COC4)c(CN(C)CCO)nc3n2n1,49474298_82488584_11862698,103,0
0.939,O=CNCc1nc2c(sc3ncncc32)c(=O)n1CCNC1COC1,35269739_82488584_1733657,103,0
0.938,CN(CCO)Cc1nc2c(cnc3ccnn32)c(=O)n1CCNC1COC1,15021046_82488584_11862698,103,0
0.935,Cc1cnn2c1ncc1c(=O)n(CCNC3COC3)c(CNC=O)nc12,39083799_82488584_1733657,103,0
0.934,Cc1nc2ncc3c(=O)n(CCNC4COC4)c(CNC=O)nc3n2n1,49474298_82488584_1733657,103,0
0.932,Cc1cc2ncc3c(=O)n(CCNC4COC4)c([C@@H](C)OC(=O)CO)nc3n2n1,1406919_82488584_59569926,103,0
0.93,O=CNCc1nc2c(sc3nccnc32)c(=O)n1CCNC1COC1,12367501_82488584_1733657,103,0
0.929,Cc1cc2ncc3c(=O)n(CCNC4COC4)c(CNC(N)=O)nc3n2n1,1406919_82488584_1464311,103,0
0.928,O=CNCc1nc2c(cnc3ccnn32)c(=O)n1CCNC1COC1,15021046_82488584_1733657,103,0
0.928,CN(CCO)Cc1nc2c(sc3ncncc32)c(=O)n1CCNC1COC1,35269739_82488584_11862698,103,0
0.925,CN(CCO)Cc1nc2c(cnc3ncnn32)c(=O)n1CCNC1COC1,14608640_82488584_11862698,103,0
0.925,CN(CCO)Cc1nc2c(sc3nccnc32)c(=O)n1CCNC1COC1,12367501_82488584_11862698,103,0
0.924,N#Cc1cc2c(=O)n(CCNC3COC3)c(CNC=O)nc2[nH]c1=O,3888503_82488584_1733657,103,0
0.921,Cc1cnn2c1ncc1c(=O)n(CCNC3COC3)c([C@@H](C)OC(=O)CO)nc12,39083799_82488584_59569926,103,0
0.921,NC(=O)NCc1nc2c(sc3ncncc32)c(=O)n1CCNC1COC1,35269739_82488584_1464311,103,0
0.919,Cc1nc2ncc3c(=O)n(CCNC4COC4)c([C@@H](C)OC(=O)CO)nc3n2n1,49474298_82488584_59569926,103,0
0.918,Cc1cnn2c1ncc1c(=O)n(CCNC3COC3)c(CNC(N)=O)nc12,39083799_82488584_1464311,103,0
0.918,CN(CCO)Cc1nc2c(nnc3ccnn32)c(=O)n1CCNC1COC1,38700997_82488584_11862698,103,0
0.918,C[C@@H](OC(=O)CO)c1nc2c(cnc3ccnn32)c(=O)n1CCNC1COC1,15021046_82488584_59569926,103,0
0.917,Cc1nc2ncc3c(=O)n(CCNC4COC4)c(CNC(N)=O)nc3n2n1,49474298_82488584_1464311,103,0
0.917,C[C@@H](OC(=O)CO)c1nc2c(sc3ncncc32)c(=O)n1CCNC1COC1,35269739_82488584_59569926,103,0
0.916,O=CNCc1nc2c(cnc3ncnn32)c(=O)n1CCNC1COC1,14608640_82488584_1733657,103,0
0.915,Cc1cc2ncc3c(=O)n(C(=O)CN4CCOCC4)c(CNCCO)nc3n2n1,1406919_20436848_1733659,103,0
0.913,N=C(CN1CC[C@H](O)C1)n1c(CNC=O)nc2c(sc3ncncc32)c1=O,35269739_203414649_1733657,103,0
0.913,NC(=O)NCc1nc2c(sc3nccnc32)c(=O)n1CCNC1COC1,12367501_82488584_1464311,103,0
0.913,N=C(CN1CC[C@H](O)C1)n1c(CNC=O)nc2c(sc3nccnc32)c1=O,12367501_203414649_1733657,103,0
0.913,CN(CCO)Cc1nc2[nH]c(=O)c(C#N)cc2c(=O)n1CCNC1COC1,3888503_82488584_11862698,103,0
0.912,C[C@@H](OC(=O)CO)c1nc2c(sc3nccnc32)c(=O)n1CCNC1COC1,12367501_82488584_59569926,103,0
0.911,NC(=O)NCc1nc2c(cnc3ccnn32)c(=O)n1CCNC1COC1,15021046_82488584_1464311,103,0
0.91,O=CNCc1nc2c(nnc3ccnn32)c(=O)n1CCNC1COC1,38700997_82488584_1733657,103,0
0.907,O=C(CN1CCOCC1)n1c(Cc2nnn[nH]2)nc2c(sc3nccnc32)c1=O,12367501_20436848_5178980,103,0
0.907,O=C(CN1CCOCC1)n1c(Cc2nnn[nH]2)nc2c(sc3ncncc32)c1=O,35269739_20436848_5178980,103,0
0.906,C[C@@H](OC(=O)CO)c1nc2c(cnc3ncnn32)c(=O)n1CCNC1COC1,14608640_82488584_59569926,103,0
0.904,N#Cc1cc2c(=O)n(CCNC3COC3)c(CNC(N)=O)nc2[nH]c1=O,3888503_82488584_1464311,103,0
0.904,COC(=O)c1ccc2nc(CNC=O)n(CCNC3COC3)c(=O)c2c1,14985552_82488584_1733657,103,0
0.903,COC(=O)CNC(=O)Cn1c(CN(C)CCO)nc2c(cnc3cc(C)nn32)c1=O,1406919_2168344_11862698,103,0
0.901,C[C@@H](OC(=O)CO)c1nc2c(nnc3ccnn32)c(=O)n1CCNC1COC1,38700997_82488584_59569926,103,0
0.9,COC(=O)[C@H](O)Cc1nc2c(cnc3cc(C)nn32)c(=O)n1CCNC1COC1,1406919_82488584_14585674,103,0
0.9,NC(=O)NCc1nc2c(cnc3ncnn32)c(=O)n1CCNC1COC1,14608640_82488584_1464311,103,0
0.898,O=c1c2c(ccc3cn[nH]c32)nc(CNCCO)n1CCc1nnn[nH]1,112588_19090380_1733659,103,0
0.898,O=CNCc1nc2nc3ncnn3cc2c(=O)n1C(=O)CN1CCOCC1,211735994_20436848_1733657,103,0
0.897,O=C(CN1CCOCC1)n1c(CNCCO)nc2c(cnc3ccnn32)c1=O,15021046_20436848_1733659,103,0
0.897,O=c1c2ncncc2nc(Cn2cnnn2)n1CCNC1COC1,11804330_82488584_967442,103,0
0.897,Cc1cnn2c1ncc1c(=O)n(C(=O)CN3CCOCC3)c(CNCCO)nc12,39083799_20436848_1733659,103,0
