score,SMILES,Name,idx,cycle
1.064,Cn1ncc2nc(C(O)O)n(C[C@@H]3CO[C@@H](CO)CO3)c(=O)c21,2534273_1875388930_6660936,68,0
1.058,Cc1nsc2nc(C(O)O)n(C[C@@H]3CO[C@@H](CO)CO3)c(=O)c12,3349006_1875388930_6660936,68,0
1.056,O=c1c2csnc2nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,22861807_1875388930_6660936,68,0
1.053,Cn1cc2nc(C(O)O)n(C[C@@H]3CO[C@@H](CO)CO3)c(=O)c2n1,2534276_1875388930_6660936,68,0
1.05,CCn1nnc2c(=O)n(C[C@@H]3CO[C@@H](CO)CO3)c([C@@](C)(N)CO)nc21,72221062_1875388930_2042820,68,0
1.049,O=c1c2nsnc2nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,17327931_1875388930_6660936,68,0
1.048,Cc1n[nH]c2nc(C(O)O)n(C[C@@H]3CO[C@@H](CO)CO3)c(=O)c12,39083103_1875388930_6660936,68,0
1.048,O=c1c2ccccc2nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,47985_1875388930_6660936,68,0
1.048,O=c1c2nonc2nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,967421_1875388930_6660936,68,0
1.046,Cn1cnc2nc(C(O)O)n(C[C@@H]3CO[C@@H](CO)CO3)c(=O)c21,77271318_1875388930_6660936,68,0
1.045,O=c1c2cn[nH]c2nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,5116952_1875388930_6660936,68,0
1.045,O=c1c2[nH]ncc2nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,26895189_1875388930_6660936,68,0
1.044,Cn1nnc2nc(C(O)O)n(C[C@@H]3CO[C@@H](CO)CO3)c(=O)c21,104643604_1875388930_6660936,68,0
1.041,Cn1ncc2nc(CC(N)=O)n(C[C@@H]3CO[C@@H](CO)CO3)c(=O)c21,2534273_1875388930_901948,68,0
1.041,Cn1ncc2c(=O)n(C[C@@H]3CO[C@@H](CO)CO3)c(C(O)O)nc21,19850925_1875388930_6660936,68,0
1.04,O=c1c2n[nH]nc2nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,4621099_1875388930_6660936,68,0
1.04,Cn1cc2c(=O)n(C[C@@H]3CO[C@@H](CO)CO3)c(C(O)O)nc2n1,35937644_1875388930_6660936,68,0
1.038,O=c1c2ncccc2nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,330903_1875388930_6660936,68,0
1.036,NC(=O)Cc1nc2nscc2c(=O)n1C[C@@H]1CO[C@@H](CO)CO1,22861807_1875388930_901948,68,0
1.035,O=c1c2cccnc2nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,331646_1875388930_6660936,68,0
1.033,Cn1cnc2c(=O)n(C(=N)CN3CC[C@H](O)C3)c(CC(N)=O)nc21,3985038_203414649_901948,68,0
1.033,Cc1nsc2nc(CC(N)=O)n(C[C@@H]3CO[C@@H](CO)CO3)c(=O)c12,3349006_1875388930_901948,68,0
1.032,O=c1c2cnccc2nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,333065_1875388930_6660936,68,0
1.032,O=c1c2c(cnn2CC(F)F)nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,223249297_1875388930_6660936,68,0
1.032,O=c1c2[nH]cnc2nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,2580801_1875388930_6660936,68,0
1.032,Cc1ccnc2nc(C(O)O)n(C[C@@H]3CO[C@@H](CO)CO3)c(=O)c12,2585537_1875388930_6660936,68,0
1.032,NC(=O)Cc1nc2nonc2c(=O)n1C[C@@H]1CO[C@@H](CO)CO1,967421_1875388930_901948,68,0
1.031,Cn1cnc2c(=O)n(C[C@@H]3CO[C@@H](CO)CO3)c(C(O)O)nc21,3985038_1875388930_6660936,68,0
1.031,CN(C)C[C@@H](O)Cn1c(CNC=O)nc2c(ncn2C)c1=O,3985038_19255181_1733657,68,0
1.031,Cn1cc2nc(CC(N)=O)n(C[C@@H]3CO[C@@H](CO)CO3)c(=O)c2n1,2534276_1875388930_901948,68,0
1.03,C[C@@H](O)[C@@H](O)c1nc2c(ncn2C)c(=O)n1C(=N)CN1CC[C@H](O)C1,3985038_203414649_1695857,68,0
1.029,O=c1c2ccncc2nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,165882_1875388930_6660936,68,0
1.029,O=c1c2nccnc2nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,967253_1875388930_6660936,68,0
1.028,Cn1nnc2c(=O)n(C[C@@H]3CO[C@@H](CO)CO3)c(C(O)O)nc21,95761717_1875388930_6660936,68,0
1.028,O=c1c2ncncc2nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,11804330_1875388930_6660936,68,0
1.028,CN(C)C[C@@H](O)Cn1c(CC(N)=O)nc2c(ncn2C)c1=O,3985038_19255181_901948,68,0
1.027,Cn1cc2c(=O)n(C[C@@H]3CO[C@@H](CO)CO3)c(CC(N)=O)nc2n1,35937644_1875388930_901948,68,0
1.027,O=c1[nH][nH]c2nc(C(O)O)n(C[C@@H]3CO[C@@H](CO)CO3)c(=O)c12,19737344_1875388930_6660936,68,0
1.027,Cc1n[nH]c2c(=O)n(C[C@@H]3CO[C@@H](CO)CO3)c(C(O)O)nc12,5544115_1875388930_6660936,68,0
1.026,Cn1cnc2nc(CC(N)=O)n(C[C@@H]3CO[C@@H](CO)CO3)c(=O)c21,77271318_1875388930_901948,68,0
1.025,O=c1c2nnccc2nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,19854095_1875388930_6660936,68,0
1.025,NC(=O)Cc1nc2nsnc2c(=O)n1C[C@@H]1CO[C@@H](CO)CO1,17327931_1875388930_901948,68,0
1.023,NC(=O)Cc1nc2ccccc2c(=O)n1C[C@@H]1CO[C@@H](CO)CO1,47985_1875388930_901948,68,0
1.022,NC(=O)Cc1nc2[nH]ncc2c(=O)n1C[C@@H]1CO[C@@H](CO)CO1,5116952_1875388930_901948,68,0
1.022,NC(=O)Cc1nc2cn[nH]c2c(=O)n1C[C@@H]1CO[C@@H](CO)CO1,26895189_1875388930_901948,68,0
1.022,Cc1n[nH]c2nc(CC(N)=O)n(C[C@@H]3CO[C@@H](CO)CO3)c(=O)c12,39083103_1875388930_901948,68,0
1.021,Cn1nnc2nc(CC(N)=O)n(C[C@@H]3CO[C@@H](CO)CO3)c(=O)c21,104643604_1875388930_901948,68,0
1.021,Cn1ncc2c(=O)n(C[C@@H]3CO[C@@H](CO)CO3)c(CC(N)=O)nc21,19850925_1875388930_901948,68,0
1.02,Cn1cnc2c(=O)n(C(=N)CN3CC[C@H](O)C3)c([C@H](N)CN)nc21,3985038_203414649_19363627,68,0
1.02,C[C@@H](O)[C@@H](N)c1nc2c(ncn2C)c(=O)n1C(=N)CN1CC[C@H](O)C1,3985038_203414649_895399,68,0
1.02,O=c1c2ncnnc2nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,39083028_1875388930_6660936,68,0
1.019,Cn1cnc2c(=O)n(C(=N)CN3CC[C@H](O)C3)c([C@H](N)CO)nc21,3985038_203414649_895342,68,0
1.018,O=c1c2cncnc2nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,967326_1875388930_6660936,68,0
1.018,O=c1c2cnncc2nc(C(O)O)n1C[C@@H]1CO[C@@H](CO)CO1,39083039_1875388930_6660936,68,0
1.017,Cc1cnc2nc(C(O)O)n(C[C@@H]3CO[C@@H](CO)CO3)c(=O)c2c1,26441149_1875388930_6660936,68,0
1.017,Cn1cnc2c(=O)n(Cc3nc(CO)n[nH]3)c(CC(N)=O)nc21,3985038_521398993_901948,68,0
