score,SMILES,Name,idx,cycle
0.796,O=C(N[C@H]1C[C@H](n2ccnn2)C1)c1cn[nH]c(=O)c1,1857779624_20357820,38,0
0.792,O=C(O)Cn1cnc(NC(=O)C2=NNC(=O)C2)n1,2537440_19702352,38,0
0.787,O=C(C[C@@H]1CNC(=O)C1)NCCCOC1COC1,108366070_82409537,38,0
0.786,CN(C)Cc1noc(NC(=O)C2[C@@H]3OCCO[C@@H]23)n1,85791867_138429932,38,0
0.786,O=C1CCC[C@H](C(=O)Nc2cc(CCCO)n[nH]2)N1,259216400_2512949,38,0
0.786,Cc1ncc(C(=O)NC(=O)Cn2nnnc2C)nn1,95116259_82410587,38,0
0.785,CC(=O)Cn1nnnc1NC(=O)c1cnc(C)nn1,19091152_82410587,38,0
0.783,Cc1ncc(C(=O)NC2=NC(=O)[C@H](O)N2C)nn1,5967236_82410587,38,0
0.782,O=C(NCCCOC1COC1)[C@@H]1[C@H]2CNC(=O)[C@H]21,108366070_259505376,38,0
0.778,O=C(N[C@H]1C[C@H](n2ccnn2)C1)c1cc(=O)[nH]cn1,1857779624_2164507,38,0
0.778,O=C(C[C@H]1CNCCO1)NCCN1CCNC(=O)C1,22219288_4202804,38,0
0.777,O=C(CO[C@H]1CCOC1)Nc1ncc2c(n1)OCC2,18531674_72266692,38,0
0.776,O=C(CCn1ccnn1)N[C@H]1CCc2nnnn2C1,18554994_12505846,38,0
0.774,CN(C)Cc1noc(NC(=O)[C@H]2COC[C@@H](O)C2)n1,85791867_104693398,38,0
0.774,O=C(CCn1ccnn1)N[C@H]1CCn2nnnc2C1,18558690_12505846,38,0
0.774,O=C1NC[C@H]2[C@@H]1[C@@H]2C(=O)N[C@H]1C[C@H](n2ccnn2)C1,1857779624_259505376,38,0
0.773,CN(CC(=O)NCCn1cc(CO)nn1)C1CNC1,52221577_85258105,38,0
0.773,Cc1ncc(C(=O)Nc2nncn2CC(=O)O)nn1,227173267_82410587,38,0
0.771,O=C(CCn1cnnc1)N[C@H]1CCc2nnnn2C1,18554994_2573102,38,0
0.771,O=C1CCN(C(=O)CNC(=O)CO[C@H]2CCOC2)C1,79390754_72266692,38,0
0.77,CN(C)Cc1noc(NC(=O)C2[C@H]3OCCO[C@H]23)n1,85791867_138430062,38,0
0.77,Cn1c(CCNC(=O)CCc2c[nH]nn2)n[nH]c1=O,20418103_9471403,38,0
0.769,Cn1c(CCNC(=O)CCn2cnnn2)n[nH]c1=O,20418103_1088365,38,0
0.769,CN1C[C@H](C(=O)Nc2cc(CCCO)n[nH]2)CC1=O,259216400_3643331,38,0
0.769,O=C(CCn1cncn1)N[C@H]1CCc2nnnn2C1,18554994_128315,38,0
0.769,CN(C)Cc1noc(NC(=O)[C@H]2CC(=O)N(C)C2)n1,85791867_3643329,38,0
0.769,N=C(NC(=O)CCn1cnnc1)c1cncnc1,14807888_2573102,38,0
0.768,O=C(CCc1c[nH]nn1)NCCCOC1COC1,108366070_9471403,38,0
0.768,Cc1cn(CC(=O)NCCN2CCNC(=O)C2)nn1,22219288_14628926,38,0
0.767,CN(C)Cc1noc(NC(=O)[C@H]2CN(C)C(=O)N2)n1,85791867_34169760,38,0
0.767,C[C@@H]1NC(=O)C[C@H]1C(=O)Nc1nc(CN(C)C)no1,85791867_82839279,38,0
