score,SMILES,Name,idx,cycle
1.215,N[C@H]1CCN(CC(=O)NC(=O)C2=NO[C@H](CO)C2)C1,34929315_95627603,1,0
1.207,CCN1C[C@@H](CNC(=O)CN2CC[C@H](N)C2)CC1=O,19088170_95627603,1,0
1.203,CC(NC(=O)CN1CC[C@H](N)C1)=c1ccc(=C=[N])cc1,1560408760_95627603,1,0
1.193,N[C@H]1CCN(CC(=O)NC(=O)NC2[C@H]3CNC[C@H]23)C1,102520879_95627603,1,0
1.185,N[C@H]1CCN(CC(=O)NC(=O)[C@H]2CCC(=O)NC2)C1,39064134_95627603,1,0
1.184,CN1C[C@H](CNC(=O)CN2CC[C@H](N)C2)OCC1=O,11884224_95627603,1,0
1.181,CN1C[C@@H](CNC(=O)CN2CC[C@H](N)C2)OCC1=O,11884221_95627603,1,0
1.178,C[n+]1ccc(C(=O)NC(=O)CN2CC[C@H](N)C2)cc1,331024_95627603,1,0
1.177,N[C@H]1CCN(CC(=O)NC(=O)COC2CNC2)C1,62809897_95627603,1,0
1.177,N[C@H]1CCN(CC(=O)NCCC(=O)N2CC(O)C2)C1,42784323_95627603,1,0
1.166,N[C@H]1CCN(CC(=O)NC(=O)CO[C@@H]2CCNC2)C1,51782569_95627603,1,0
1.165,N[C@H]1CCN(CC(=O)NCCCn2cn[nH]c2=O)C1,84309294_95627603,1,0
1.161,CN1C[C@@H](C(=O)NC(=O)CN2CC[C@H](N)C2)CC1=O,6129985_95627603,1,0
1.16,N[C@H]1CCN(CC(=O)NC[C@@H]2CO[C@@H](CO)CO2)C1,1875388930_95627603,1,0
1.159,CN(CCO)C(=O)CCNC(=O)CN1CC[C@H](N)C1,37809212_95627603,1,0
1.158,N[C@H]1CCN(CC(=O)NC[C@H]2CNC(=O)CO2)C1,88189564_95627603,1,0
1.157,N[C@H]1CCN(CC(=O)NCc2cn3cnnc3cn2)C1,575483426_95627603,1,0
1.157,CN1C[C@@H](C(=N)NC(=O)CN2CC[C@H](N)C2)CC1=O,90584483_95627603,1,0
1.157,N[C@H]1CCN(CC(=O)NC(=O)c2noc(CO)n2)C1,40457274_95627603,1,0
1.154,CC(NC(=O)CN(C)C1CNC1)=c1ccc(=C=[N])cc1,1560408760_85258105,1,0
1.152,NCCNCCC(=O)NCCN1CCNC(=O)C1,22219288_37637351,1,0
1.152,N[C@H]1CCN(CC(=O)NC(=O)C2=NO[C@@H](CO)C2)C1,34929313_95627603,1,0
1.15,N[C@H]1CCN(CC(=O)NCCCOC2COC2)C1,108366070_95627603,1,0
1.149,N[C@H]1CCN(CC(=O)NC(=O)[C@@H]2CCC(=O)NC2)C1,39064132_95627603,1,0
1.147,N[C@H]1CCN(CC(=O)NC(=O)c2ccn(CO)n2)C1,1548918911_95627603,1,0
1.147,C[C@@H]1[C@@H](C(=O)NC(=O)CN2CC[C@H](N)C2)CCN1C,118153926_95627603,1,0
1.146,N[C@H]1CCN(CC(=O)NCCCn2cnnc2)C1,2598092_95627603,1,0
1.145,C[n+]1ccnc(C(=O)NC(=O)CN2CC[C@H](N)C2)c1,3177932_95627603,1,0
1.144,N[C@H]1CCN(CC(=O)Nc2nnc(C3CNC3)o2)C1,258558320_95627603,1,0
1.144,N[C@H]1CCN(CC(=O)NC[C@@H]2CNC(=O)CO2)C1,88189565_95627603,1,0
1.142,Cn1ncc(CNC(=O)CN2CC[C@H](N)C2)cc1=O,211705296_95627603,1,0
1.141,N[C@H]1CCN(CC(=O)NC(=O)CO[C@H]2CCNC2)C1,51782572_95627603,1,0
1.141,CN1C[C@H](C(=O)NC(=O)CN2CC[C@H](N)C2)CC1=O,6129984_95627603,1,0
1.14,C[C@H]1[C@@H](C(=O)NC(=O)CN2CC[C@H](N)C2)CCN1C,118153929_95627603,1,0
1.139,N[C@H]1CCN(CC(=O)NCC(=O)N2CCC(=O)C2)C1,79390754_95627603,1,0
1.138,N[C@H]1CCN(CC(=O)NCC2[C@@H]3OCCO[C@@H]23)C1,146827653_95627603,1,0
1.137,NCCOCCC(=O)NCCN1CCNC(=O)C1,22219288_34302607,1,0
1.137,N[C@H]1CCN(CC(=O)NC(=O)NC2[C@@H]3CNC[C@@H]23)C1,102520882_95627603,1,0
1.135,N[C@H]1CCN(CC(=O)NCC23CC(CO)(CO2)C3)C1,685939337_95627603,1,0
1.134,C[C@@H]1CC[C@H](C(=O)NC(=O)CN2CC[C@H](N)C2)CN1,19422594_95627603,1,0
1.134,CN1CCN(C(=N)NC(=O)CN2CC[C@H](N)C2)CC1,2236368_95627603,1,0
