score,SMILES,Name,idx,cycle
1.09,O=CNCc1nc2cnn(CC(F)F)c2c(=O)n1C1CC(O)(C(=O)O)C1,223249297_114118812_1733657,61,0
1.069,O=CNCc1nc2ncncc2c(=O)n1C1CC(O)(C(=O)O)C1,967326_114118812_1733657,61,0
1.068,Cn1nnc2nc(CNC=O)n(C3CC(O)(C(=O)O)C3)c(=O)c21,104643604_114118812_1733657,61,0
1.066,Cc1nsc2nc([C@@H](N)CO)n(C3CC(O)(C(=O)O)C3)c(=O)c12,3349006_114118812_895034,61,0
1.063,Cc1n[nH]c2nc(C(O)O)n(C3CC(O)(C(=O)O)C3)c(=O)c12,39083103_114118812_6660936,61,0
1.052,O=C(O)C1(O)CC(n2c(C(O)O)nc3cncnc3c2=O)C1,11804330_114118812_6660936,61,0
1.05,O=CNCc1nc2nnccc2c(=O)n1C1CC(O)(C(=O)O)C1,4202687_114118812_1733657,61,0
1.05,NC[C@H](O)c1nc2cccnc2c(=O)n1C1CC(O)(C(=O)O)C1,330903_114118812_2034711,61,0
1.044,CC(C)n1ncc2nc([C@H](N)CN)n(C3CC(O)(C(=O)O)C3)c(=O)c21,223249126_114118812_19363627,61,0
1.042,NC[C@H](O)c1nc2ccncc2c(=O)n1C1CC(O)(C(=O)O)C1,333065_114118812_2034711,61,0
1.041,CC(C)n1ncc2nc([C@H](N)CO)n(C3CC(O)(C(=O)O)C3)c(=O)c21,223249126_114118812_895342,61,0
1.039,NC(=O)Cc1nc2cnn(CC(F)F)c2c(=O)n1[C@@H](CO)C(=O)O,223249297_895034_901948,61,0
1.039,Cn1cnc2nc([C@@H](O)CN)n(C3CC(O)(C(=O)O)C3)c(=O)c21,77271318_114118812_2034711,61,0
1.033,CC(C)n1ncc2nc(C(O)O)n(Cc3nnn[nH]3)c(=O)c21,223249126_5183370_6660936,61,0
1.025,O=c1c2c(cnn2CC(F)F)nc(C(O)O)n1Cc1nnn[nH]1,223249297_5183370_6660936,61,0
1.025,COc1cccc2c(=O)n([C@H](CO)C(=O)O)c(CNC=O)nc12,389612_895342_1733657,61,0
1.022,N[C@H](CO)c1nc2cc(F)ncc2c(=O)n1C1CC(O)(C(=O)O)C1,95707580_114118812_895342,61,0
1.021,O=C(O)c1cccc2nc(C(O)O)n(Cc3nnn[nH]3)c(=O)c12,389579_5183370_6660936,61,0
1.02,CC(C)n1ncc2nc([C@@H](O)CCO)n(C3CC(O)(C(=O)O)C3)c(=O)c21,223249126_114118812_2559503,61,0
1.019,COc1cncc2nc(C(O)O)n(Cc3nnn[nH]3)c(=O)c12,35270322_5183370_6660936,61,0
