score,SMILES,Name,idx,cycle
0.967,CNC(=O)c1n[nH]c(-n2c(CNC=O)nc3c(nnn3CC3CC3)c2=O)n1,256050123_19844301_1733657,109,0
0.966,CNC(=O)c1n[nH]c(-n2c(C(O)O)nc3c(nnn3CC3CC3)c2=O)n1,256050123_19844301_6660936,109,0
0.961,O=CNCc1nc2c(nnc3ccnn32)c(=O)n1-c1ncn(CCO)n1,38700997_19088805_1733657,109,0
0.959,CNC(=O)c1n[nH]c(-n2c(CC(N)=O)nc3c(nnn3CC3CC3)c2=O)n1,256050123_19844301_901948,109,0
0.956,CNC(=O)c1n[nH]c(-n2c(CNC=O)nc3c(nnc4ccnn43)c2=O)n1,38700997_19844301_1733657,109,0
0.955,CNC(=O)c1n[nH]c(-n2c(CC(N)=O)nc3c(nnc4ccnn43)c2=O)n1,38700997_19844301_901948,109,0
0.949,CNC(=O)c1n[nH]c(-n2c(C(O)O)nc3c(nnc4ccnn43)c2=O)n1,38700997_19844301_6660936,109,0
0.948,CNC(=O)c1n[nH]c(-n2c(CNC=O)nc3c(OC)cccc3c2=O)n1,389612_19844301_1733657,109,0
0.948,O=CNCc1nc2c(nnn2CC2CC2)c(=O)n1-c1nnn(CC(=O)O)n1,256050123_4294607_1733657,109,0
0.947,NC(=O)Cc1nc2c(nnc3ccnn32)c(=O)n1-c1ncn(CCO)n1,38700997_19088805_901948,109,0
0.946,CNC(=O)c1n[nH]c(-n2c(CC(N)=O)nc3c(OC)cccc3c2=O)n1,389612_19844301_901948,109,0
0.946,CNC(=O)c1n[nH]c(-n2c([C@H](N)CO)nc3c(nnn3CC3CC3)c2=O)n1,256050123_19844301_895342,109,0
0.943,CNC(=O)c1n[nH]c(-n2c([C@H](N)CN)nc3c(nnn3CC3CC3)c2=O)n1,256050123_19844301_19363627,109,0
0.942,CNC(=O)c1n[nH]c(-n2c([C@@H](O)CN)nc3c(nnn3CC3CC3)c2=O)n1,256050123_19844301_2034711,109,0
0.942,O=CNCc1nc2c(nnc3ccnn32)c(=O)n1-c1nnn(CC(=O)O)n1,38700997_4294607_1733657,109,0
0.942,CNC(=O)c1n[nH]c(-n2c([C@@H](N)CO)nc3c(nnn3CC3CC3)c2=O)n1,256050123_19844301_895034,109,0
0.94,CCCn1nnc2c(=O)n(-c3nc(C(=O)NC)n[nH]3)c(CNC=O)nc21,253574718_19844301_1733657,109,0
0.94,O=c1c2nnc3ccnn3c2nc(C(O)O)n1-c1ncn(CCO)n1,38700997_19088805_6660936,109,0
0.939,CCCn1nnc2c(=O)n(-c3nc(C(=O)NC)n[nH]3)c(C(O)O)nc21,253574718_19844301_6660936,109,0
0.939,NC[C@H](O)c1nc2c(nnc3ccnn32)c(=O)n1-c1ncn(CCO)n1,38700997_19088805_2034711,109,0
