score,SMILES,Name,idx,cycle
1.019,C[n+]1ccn(CC(=O)N[C@H]2CCOC[C@H]2O)c1,80264903_8299396,53,0
0.996,C[n+]1ccn(CC(=O)N[C@H]2CCNC[C@H]2O)c1,95725622_8299396,53,0
0.984,CCC[C@H](N)[C@@H](O)C(=O)N[C@@H]1CC(=O)N(C(C)C)C1,19090019_35050457,53,0
0.978,CCC[C@H](N)[C@@H](O)C(=O)NC[C@@H]1CC(=O)N[C@H](C)C1,258570134_35050457,53,0
0.976,O=C1CCN(CC(=O)N[C@H]2CCOC[C@H]2O)C1,80264903_22015613,53,0
0.972,O=C(NC[C@H]1CCNC[C@@H]1O)[C@H]1[C@@H]2CNCC[C@@H]21,104644930_250793924,53,0
0.969,CC(C)N1C[C@H](NC(=O)[C@H]2NCC[C@H]2O)CC1=O,19090019_4521590,53,0
0.969,CC(C)N1C[C@H](NC(=O)[C@H]2CCN(C)C2=O)CC1=O,19090019_100055496,53,0
0.968,CN1C[C@H](CNC(=O)[C@H](O)C(F)(F)F)OCC1=O,11884224_1686792,53,0
0.968,CN(CC(=O)N[C@H](C(=O)O)C1(O)CC1)C1CNC1,3645182_85258105,53,0
0.967,COC(=O)[C@@H](O)CC(=O)Nc1nnc(C2CNC2)o1,258558320_14585673,53,0
0.966,CC(C)N1C[C@H](NC(=O)[C@H]2CCCNC2=O)CC1=O,19090019_39218873,53,0
0.963,CN1C=CN(CC(=O)N[C@H]2CN(C)C[C@H]2O)C1,34278489_90469832,53,0
0.962,CCC[C@H](N)[C@@H](O)C(=O)NC1CN(CC(=O)O)C1,83635892_35050457,53,0
0.96,CN1C[C@@H](O)[C@@H](NC(=O)Cn2cc[n+](C)c2)C1,34278489_8299396,53,0
0.96,CC(C)N1C[C@H](NC(=O)[C@H]2CNC[C@H]2O)CC1=O,19090019_14507981,53,0
0.958,CCC[C@H](N)[C@@H](O)C(=O)NC1CC(C(=O)O)C1,3647583_35050457,53,0
0.957,O=C(C[C@@H]1COCCN1)N[C@H](C(=O)O)C1(O)CC1,3645182_2580798,53,0
0.956,O=C(O)CN1CC(NC(=O)[C@H]2CNC[C@H]2O)C1,83635892_14507981,53,0
0.956,COC[C@@H](NC(=O)[C@@H]1[C@@H]2COC[C@@H]21)C1(O)COC1,958528898_100145351,53,0
0.956,COC(=O)[C@@H](O)CC(=O)NCc1cc(=O)[nH]c(C)n1,19093399_14585673,53,0
0.956,CCC[C@H](N)[C@@H](O)C(=O)N[C@H]1CCO[C@H](CO)[C@H]1O,104584517_35050457,53,0
0.955,O=C(NCCN1CCOCC1=O)C1[C@@H]2COC[C@@H]12,82655459_100008582,53,0
0.955,O=C(NCCN1CCOCC1=O)C1[C@H]2COC[C@H]12,82655459_100008578,53,0
0.955,O=C(NCCN1CCOCC1=O)[C@@H]1[C@@H]2COC[C@@H]21,82655459_100145351,53,0
0.954,O=C(NCCN1CCOCC1=O)C1[C@H]2COC[C@@H]12,82655459_38887530,53,0
