score,SMILES,Name,idx,cycle
1.181,CCn1nncc1C(=O)N[C@H]1CCC(=O)N(C)C1,19090499_20438778,33,0
1.174,O=C1CC[C@@H](NC(=O)c2cnn(CO)c2)CN1,35571206_8733282,33,0
1.167,CN1C[C@@H](NC(=O)c2cnn(CO)c2)CCC1=O,19090499_8733282,33,0
1.165,CN1C[C@](C)(NC(=O)c2cnn(CO)c2)CCC1=O,257934020_8733282,33,0
1.158,O=C(NC1=NC[C@H](CO)S1)c1cnn(CO)c1,4110851_8733282,33,0
1.156,O=C(N[C@H]1C[C@H](CO)C1)c1cnn(CO)c1,101787541_8733282,33,0
1.152,CCn1nncc1C(=O)N[C@@H]1CCC(=O)NC1,35571206_20438778,33,0
1.147,CCn1cc(C(=O)N[C@H]2CCC(=O)N(C)C2)nn1,19090499_50213127,33,0
1.141,CCn1nncc1C(=O)NCCCCO,2019709_20438778,33,0
1.141,CN1C[C@@H](NC(=O)c2cnc(N)cn2)CCC1=O,19090499_23528995,33,0
1.136,CN1C[C@@H](NC(=O)c2cn(C)nn2)CCC1=O,19090499_20446453,33,0
1.136,CCn1nncc1C(=O)N[C@]1(C)CCC(=O)N(C)C1,257934020_20438778,33,0
1.133,Cn1nc(N)cc1C(=O)NC1=NC[C@H](CO)S1,4110851_12357796,33,0
1.132,CN1C[C@@H](NC(=O)c2cn(C)nc2O)CCC1=O,19090499_26175068,33,0
1.132,CCn1ncc(C(=O)N[C@H]2CCC(=O)N(C)C2)n1,19090499_218553550,33,0
1.131,CCn1nncc1C(=O)N[C@H]1C[C@H](CO)C1,101787541_20438778,33,0
1.131,CN1C[C@@H](NC(=O)c2cn(C)nc2N)CCC1=O,19090499_35937644,33,0
1.129,CCn1nncc1C(=O)NC1=NC[C@H](CO)S1,4110851_20438778,33,0
1.127,O=C(NC[C@H]1C[C@H](O)C1)c1cnn(CO)c1,100401865_8733282,33,0
1.123,CN1C[C@@H](NC(=O)c2ncnn2C)CCC1=O,19090499_40447982,33,0
1.123,CCn1cc(C(=O)NC2=NC[C@H](CO)S2)nn1,4110851_50213127,33,0
1.122,CN1C[C@@H](NC(=O)c2cnn(C)n2)CCC1=O,19090499_82522260,33,0
1.119,CN1C[C@@H](NC(=O)c2cc(N)nn2C)CCC1=O,19090499_12357796,33,0
1.118,Cn1nncc1C(=O)N[C@H]1C[C@H](CO)C1,101787541_62298114,33,0
1.118,CCn1nncc1C(=O)NC1CNC(=O)NC1,104599887_20438778,33,0
1.116,CN1C[C@@H](NC(=O)c2cnc(N)o2)CCC1=O,19090499_38537161,33,0
1.115,CCn1cc(C(=O)N[C@@H]2CCC(=O)NC2)nn1,35571206_50213127,33,0
1.113,O=C(Nc1cnn(CCO)c1)c1cnn(CO)c1,19966592_8733282,33,0
1.112,CN1C[C@@H](NC(=O)c2cnnn2C)CCC1=O,19090499_62298114,33,0
1.111,Nc1cnc(C(=O)N[C@@H]2CCC(=O)NC2)cn1,35571206_23528995,33,0
1.111,CCn1ncc(C(=O)NC2=NC[C@H](CO)S2)n1,4110851_218553550,33,0
1.109,Cn1cc(C(=O)N[C@@H]2CCC(=O)NC2)c(O)n1,35571206_26175068,33,0
1.108,Nc1cnc(C(=O)N[C@H]2C[C@H](CO)C2)cn1,101787541_23528995,33,0
1.107,O=C(Nc1ncc(O)cn1)c1cnn(CO)c1,21298001_8733282,33,0
1.107,Cn1cc(C(=O)N[C@@H]2CCC(=O)NC2)c(N)n1,35571206_35937644,33,0
